Wall time,Step,Value
1693313608.9551604,0,0.08189965784549713
1693313631.639531,1,0.08369209617376328
1693313653.3480732,2,0.07492873072624207
1693313675.586492,3,0.07405152916908264
1693313697.546582,4,0.07444588094949722
1693313718.3322875,5,0.07769472151994705
1693313739.3522427,6,0.08068697899580002
1693313761.3204815,7,0.07647744566202164
1693313782.3272624,8,0.07113668322563171
1693313804.0457969,9,0.07549723982810974
1693313824.929125,10,0.07525594532489777
1693313845.7732832,11,0.07642067223787308
1693313867.5486956,12,0.07494863122701645
1693313888.5428042,13,0.07575350999832153
1693313910.0849311,14,0.07287704199552536
1693313931.5734327,15,0.07137551158666611
1693313952.4416108,16,0.07283856719732285
1693313974.0722332,17,0.06688381731510162
1693313994.6997886,18,0.07147499918937683
1693314015.8823552,19,0.07488176971673965
1693314036.9196475,20,0.071060910820961
1693314058.4499462,21,0.06698637455701828
1693314080.3315246,22,0.07348702847957611
1693314098.6957238,23,0.0701046958565712
1693314118.9153745,24,0.07439365983009338
1693314143.2088697,25,0.06458012759685516
1693314170.8740032,26,0.07125791907310486
1693314197.7481537,27,0.0675789937376976
1693314225.5416808,28,0.06553354114294052
1693314251.3851547,29,0.06813755631446838
1693314273.4401166,30,0.07115913182497025
1693314296.53639,31,0.06675402075052261
1693314315.2911189,32,0.06988377124071121
1693314341.9515588,33,0.06907086819410324
1693314360.7174413,34,0.0679437667131424
1693314377.033601,35,0.06459040939807892
1693314400.2017732,36,0.06754931062459946
1693314426.065905,37,0.06798055022954941
1693314451.131839,38,0.06610754877328873
1693314466.2011979,39,0.0658944770693779
1693314484.3244042,40,0.06661893427371979
1693314509.2798202,41,0.0635334700345993
1693314536.623459,42,0.06164020299911499
1693314558.1011403,43,0.06516551226377487
1693314578.6167002,44,0.06335894763469696
1693314598.133344,45,0.05922423675656319
1693314617.9059372,46,0.06242409348487854
1693314638.3483803,47,0.06351315230131149
1693314658.7554705,48,0.06076307222247124
1693314679.4507384,49,0.06269890815019608
