Wall time,Step,Value
1693313608.9551604,0,0.06250224262475967
1693313631.639531,1,0.308004766702652
1693313653.350688,2,0.2971387803554535
1693313675.586492,3,0.34237608313560486
1693313697.546582,4,0.40783724188804626
1693313718.3332849,5,0.40195053815841675
1693313739.3522427,6,0.46086984872817993
1693313761.3204815,7,0.4697639048099518
1693313782.3272624,8,0.5157099366188049
1693313804.0457969,9,0.4308010935783386
1693313824.9301722,10,0.5234687924385071
1693313845.7742715,11,0.5200952887535095
1693313867.5497541,12,0.533379852771759
1693313888.5428042,13,0.4994569420814514
1693313910.085942,14,0.5143206715583801
1693313931.5734327,15,0.5035647749900818
1693313952.4426045,16,0.5495158433914185
1693313974.0722332,17,0.5392137765884399
1693313994.7007854,18,0.514751672744751
1693314015.8823552,19,0.5373934507369995
1693314036.9196475,20,0.5241329073905945
1693314058.4510171,21,0.5208791494369507
1693314080.3325214,22,0.5401706099510193
1693314098.6957238,23,0.5379804372787476
1693314118.9153745,24,0.5330559015274048
1693314143.2098668,25,0.5197617411613464
1693314170.8740032,26,0.5177271366119385
1693314197.7491498,27,0.521416187286377
1693314225.5416808,28,0.5242512226104736
1693314251.3851547,29,0.5348970890045166
1693314273.4401166,30,0.5118743181228638
1693314296.53639,31,0.5236120820045471
1693314315.2911189,32,0.5351245999336243
1693314341.952555,33,0.5160712003707886
1693314360.7184381,34,0.5241433382034302
1693314377.0346053,35,0.5509810447692871
1693314400.2017732,36,0.5208332538604736
1693314426.0669324,37,0.516360878944397
1693314451.1328354,38,0.5155425071716309
1693314466.2011979,39,0.5206015706062317
1693314484.3244042,40,0.5097509026527405
1693314509.2798202,41,0.5061492919921875
1693314536.623459,42,0.5351407527923584
1693314558.1011403,43,0.5322447419166565
1693314578.6167002,44,0.5191333889961243
1693314598.133344,45,0.5131134986877441
1693314617.9059372,46,0.5191749334335327
1693314638.3483803,47,0.5314906239509583
1693314658.7554705,48,0.5246927738189697
1693314679.4507384,49,0.5287142992019653
